2025-02-07 14:04:01.537 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-07 14:04:01.539 | INFO     | __main__:main:138 - START producer...
2025-02-07 14:04:01.656 | INFO     | __main__:main:151 - Kafka producer connected to localhost:9092
2025-02-07 14:04:01.656 | INFO     | __main__:main:158 - {'message': 'I just shared a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-07 14:04:01', 'category': 'other', 'sentiment': 0.43, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-07 14:04:01.660 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just shared a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-07 14:04:01', 'category': 'other', 'sentiment': 0.43, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-07 14:04:06.664 | INFO     | __main__:main:158 - {'message': 'I just saw recipe! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-07 14:04:06', 'category': 'food', 'sentiment': 0.72, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-02-07 14:04:06.665 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw recipe! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-07 14:04:06', 'category': 'food', 'sentiment': 0.72, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-02-07 14:04:07.874 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-07 14:04:08.140 | INFO     | __main__:main:233 - START consumer.
2025-02-07 14:04:08.141 | INFO     | __main__:get_kafka_topic:56 - Kafka topic: project_json
2025-02-07 14:04:08.141 | INFO     | __main__:get_kafka_consumer_group_id:63 - Kafka consumer group id: buzz_group
2025-02-07 14:04:08.141 | INFO     | __main__:main:238 - Consumer: Topic 'project_json' and group 'buzz_group'...
2025-02-07 14:04:08.141 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-07 14:04:08.141 | INFO     | utils.utils_consumer:create_kafka_consumer:44 - Creating Kafka consumer. Topic='project_json' and group ID='buzz_group'.
2025-02-07 14:04:08.252 | INFO     | utils.utils_consumer:create_kafka_consumer:59 - Kafka consumer created successfully.
2025-02-07 14:04:08.534 | INFO     | __main__:process_message:172 - Processed JSON message: {'message': 'I just saw an app! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-07 14:03:02', 'category': 'other', 'sentiment': 0.53, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-07 14:04:08.535 | INFO     | __main__:process_message:177 - Message received from author: Charlie
2025-02-07 14:04:08.535 | INFO     | __main__:process_message:199 - Updated metrics - Authors: {'Charlie': 1}, Categories: {'other': 1}
2025-02-07 14:04:08.536 | INFO     | __main__:process_message:172 - Processed JSON message: {'message': 'I just tried a story! It was weird.', 'author': 'Bob', 'timestamp': '2025-02-07 14:03:07', 'category': 'other', 'sentiment': 0.73, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-07 14:04:08.536 | INFO     | __main__:process_message:177 - Message received from author: Bob
2025-02-07 14:04:08.536 | INFO     | __main__:process_message:199 - Updated metrics - Authors: {'Charlie': 1, 'Bob': 1}, Categories: {'other': 2}
2025-02-07 14:04:08.537 | INFO     | __main__:process_message:172 - Processed JSON message: {'message': 'I just tried a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-07 14:03:12', 'category': 'other', 'sentiment': 0.74, 'keyword_mentioned': 'other', 'message_length': 35}
2025-02-07 14:04:08.537 | INFO     | __main__:process_message:177 - Message received from author: Alice
2025-02-07 14:04:08.538 | INFO     | __main__:process_message:199 - Updated metrics - Authors: {'Charlie': 1, 'Bob': 1, 'Alice': 1}, Categories: {'other': 3}
2025-02-07 14:04:08.539 | INFO     | __main__:process_message:172 - Processed JSON message: {'message': 'I just shared a story! It was weird.', 'author': 'Alice', 'timestamp': '2025-02-07 14:04:01', 'category': 'other', 'sentiment': 0.43, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-07 14:04:08.539 | INFO     | __main__:process_message:177 - Message received from author: Alice
2025-02-07 14:04:08.540 | INFO     | __main__:process_message:199 - Updated metrics - Authors: {'Charlie': 1, 'Bob': 1, 'Alice': 2}, Categories: {'other': 4}
2025-02-07 14:04:08.541 | INFO     | __main__:process_message:172 - Processed JSON message: {'message': 'I just saw recipe! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-07 14:04:06', 'category': 'food', 'sentiment': 0.72, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-02-07 14:04:08.541 | INFO     | __main__:process_message:177 - Message received from author: Eve
2025-02-07 14:04:08.542 | INFO     | __main__:process_message:199 - Updated metrics - Authors: {'Charlie': 1, 'Bob': 1, 'Alice': 2, 'Eve': 1}, Categories: {'other': 4, 'food': 1}
2025-02-07 14:04:11.667 | INFO     | __main__:main:158 - {'message': 'I just saw a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-07 14:04:11', 'category': 'entertainment', 'sentiment': 0.18, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-07 14:04:11.668 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-07 14:04:11', 'category': 'entertainment', 'sentiment': 0.18, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-07 14:04:11.678 | INFO     | __main__:process_message:172 - Processed JSON message: {'message': 'I just saw a movie! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-07 14:04:11', 'category': 'entertainment', 'sentiment': 0.18, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-07 14:04:11.679 | INFO     | __main__:process_message:177 - Message received from author: Alice
